"CODIGO","CICLO","CLAVE_MATERIA","MATERIA","CALIFICACION","MODALIDAD"
"109","2019-B","I6123","INTRODUCCION A LA FISICA","72","ORDINARIO"
"109","2019-B","I5882","PROGRAMACION","SD","ORDINARIO"
"109","2019-B","I5882","PROGRAMACION","SD","EXTRAORDINARIO"
"109","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","37","ORDINARIO"
"109","2019-B","I5893","METODOS MATEMATICOS I","61","ORDINARIO"
"109","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","75","ORDINARIO"
"109","2020-A","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","93","ORDINARIO"
"109","2020-A","I5895","METODOS MATEMATICOS II","66","ORDINARIO"
"109","2020-B","I5890","BASES DE DATOS","71","ORDINARIO"
"109","2020-B","I5915","TEORIA DE LA COMPUTACION","60","ORDINARIO"
"109","2020-B","I5882","PROGRAMACION","70","ORDINARIO"
"109","2020-B","I5907","ADMINISTRACION DE REDES","98","ORDINARIO"
"109","2020-B","I5910","HIPERMEDIA","67","ORDINARIO"
"109","2021-A","I6493","PROBLEMAS SOCIOECONOMICOS Y POLITICOS DE MEXICO","80","ORDINARIO"
"109","2021-A","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"109","2021-A","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"109","2021-A","I5908","ADMINISTRACION DE SERVIDORES","SD","EXTRAORDINARIO"
"109","2021-A","I5908","ADMINISTRACION DE SERVIDORES","SD","ORDINARIO"
"109","2021-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","43","ORDINARIO"
"109","2021-A","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","95","ORDINARIO"
"109","2021-A","I5888","ESTRUCTURAS DE DATOS II","SD","EXTRAORDINARIO"
"109","2021-A","I5888","ESTRUCTURAS DE DATOS II","SD","ORDINARIO"
"109","2021-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","SD","ORDINARIO"
"109","2021-A","I5886","ESTRUCTURAS DE DATOS I","SD","ORDINARIO"
"109","2021-A","I5886","ESTRUCTURAS DE DATOS I","SD","EXTRAORDINARIO"
"109","2021-B","I5886","ESTRUCTURAS DE DATOS I","SD","EXTRAORDINARIO"
"109","2021-B","I5886","ESTRUCTURAS DE DATOS I","SD","ORDINARIO"
"109","2021-B","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","SD","ORDINARIO"
"109","2021-B","I5901","CONTROL DE PROYECTOS","89","ORDINARIO"
"109","2021-B","I5898","INGENIERIA DE SOFTWARE I","SD","EXTRAORDINARIO"
"109","2021-B","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","SD","ORDINARIO"
"109","2021-B","I7418","TALLER DE EXPRESION ORAL Y ESCRITA","100","ORDINARIO"
"109","2021-B","I5909","PROGRAMACION PARA INTERNET","SD","ORDINARIO"
"109","2021-B","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"109","2021-B","I5898","INGENIERIA DE SOFTWARE I","SD","ORDINARIO"
"109","2022-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","100","ORDINARIO"
"109","2022-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","SD","ORDINARIO"
"109","2022-A","I5908","ADMINISTRACION DE SERVIDORES","SD","ORDINARIO"
"109","2022-A","I5908","ADMINISTRACION DE SERVIDORES","SD","EXTRAORDINARIO"
"109","2022-A","I5898","INGENIERIA DE SOFTWARE I","SD","EXTRAORDINARIO"
"109","2022-A","I5909","PROGRAMACION PARA INTERNET","SD","EXTRAORDINARIO"
"109","2022-A","I5909","PROGRAMACION PARA INTERNET","8","ORDINARIO"
"109","2022-A","I5888","ESTRUCTURAS DE DATOS II","52","EXTRAORDINARIO"
"109","2022-A","I5888","ESTRUCTURAS DE DATOS II","52","ORDINARIO"
"109","2022-A","I5886","ESTRUCTURAS DE DATOS I","SD","EXTRAORDINARIO"
"109","2022-A","I5886","ESTRUCTURAS DE DATOS I","SD","ORDINARIO"
"109","2022-A","I5898","INGENIERIA DE SOFTWARE I","SD","ORDINARIO"
"110","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","81","ORDINARIO"
"110","2019-B","I5882","PROGRAMACION","83","ORDINARIO"
"110","2019-B","I5893","METODOS MATEMATICOS I","82","ORDINARIO"
"110","2019-B","I5892","MATEMATICA DISCRETA","100","ORDINARIO"
"110","2019-B","I6123","INTRODUCCION A LA FISICA","81","ORDINARIO"
"110","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","78","ORDINARIO"
"110","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","63","ORDINARIO"
"110","2020-A","I5886","ESTRUCTURAS DE DATOS I","87","ORDINARIO"
"110","2020-A","I5915","TEORIA DE LA COMPUTACION","94","ORDINARIO"
"110","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","66","ORDINARIO"
"110","2020-A","I5895","METODOS MATEMATICOS II","80","ORDINARIO"
"110","2020-B","I5907","ADMINISTRACION DE REDES","86","ORDINARIO"
"110","2020-B","I5884","ALGORITMIA","65","ORDINARIO"
"110","2020-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","71","ORDINARIO"
"110","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","76","ORDINARIO"
"110","2020-B","I5888","ESTRUCTURAS DE DATOS II","82","ORDINARIO"
"110","2021-A","I5909","PROGRAMACION PARA INTERNET","71","ORDINARIO"
"110","2021-A","I5910","HIPERMEDIA","98","ORDINARIO"
"110","2021-A","I5898","INGENIERIA DE SOFTWARE I","86","ORDINARIO"
"110","2021-A","I5890","BASES DE DATOS","100","ORDINARIO"
"110","2021-B","I5901","CONTROL DE PROYECTOS","91","ORDINARIO"
"110","2021-B","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","86","ORDINARIO"
"110","2021-B","I5905","SEGURIDAD DE LA INFORMACION","94","ORDINARIO"
"110","2021-B","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","83","ORDINARIO"
"110","2021-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","99","ORDINARIO"
"110","2021-B","I5900","INGENIERIA DE SOFTWARE II","94","ORDINARIO"
"110","2022-A","I5902","ADMINISTRACION DE BASES DE DATOS","85","ORDINARIO"
"110","2022-A","I5911","MINERIA DE DATOS","78","ORDINARIO"
"110","2022-A","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","85","ORDINARIO"
"110","2022-A","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","99","ORDINARIO"
"110","2022-A","I5908","ADMINISTRACION DE SERVIDORES","98","ORDINARIO"
"110","2022-B","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"110","2022-B","I7029","SISTEMAS OPERATIVOS","77","ORDINARIO"
"110","2022-B","I7042","SIMULACION POR COMPUTADORA","100","ORDINARIO"
"110","2022-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","94","ORDINARIO"
"110","2023-A","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"110","2023-A","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"110","2023-A","IL351","INNOVACION Y TECNOLOGIA","100","ORDINARIO"
"110","2023-A","IL341","ETICA Y LEGISLACION","80","ORDINARIO"
"110","2023-B","I5918","COMPUTO FLEXIBLE (SOFTCOMPUTING)","AC","ORDINARIO"
"110","2023-B","I5917","PROYECTO DE SISTEMAS ROBUSTOS, PARALELOS Y DISTRIBUIDOS","AC","ORDINARIO"
"110","2023-B","I5916","PROYECTO DE GESTION DE LA TECNOLOGIA DE INFORMACION","AC","ORDINARIO"
"111","2019-B","I5893","METODOS MATEMATICOS I","98","ORDINARIO"
"111","2019-B","I5892","MATEMATICA DISCRETA","65","ORDINARIO"
"111","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","96","ORDINARIO"
"111","2019-B","I6123","INTRODUCCION A LA FISICA","78","ORDINARIO"
"111","2019-B","I5882","PROGRAMACION","100","ORDINARIO"
"111","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","71","ORDINARIO"
"111","2020-A","I5915","TEORIA DE LA COMPUTACION","93","ORDINARIO"
"111","2020-A","I5895","METODOS MATEMATICOS II","88","ORDINARIO"
"111","2020-A","I5886","ESTRUCTURAS DE DATOS I","72","ORDINARIO"
"111","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","86","ORDINARIO"
"111","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","70","ORDINARIO"
"111","2020-B","I5907","ADMINISTRACION DE REDES","76","ORDINARIO"
"111","2020-B","I5884","ALGORITMIA","75","ORDINARIO"
"111","2020-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","100","ORDINARIO"
"111","2020-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"111","2020-B","I5888","ESTRUCTURAS DE DATOS II","93","ORDINARIO"
"111","2020-B","I5908","ADMINISTRACION DE SERVIDORES","97","ORDINARIO"
"111","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","90","ORDINARIO"
"111","2021-B","I5901","CONTROL DE PROYECTOS","100","ORDINARIO"
"111","2021-B","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","82","ORDINARIO"
"111","2021-B","I5890","BASES DE DATOS","100","ORDINARIO"
"111","2021-B","I5902","ADMINISTRACION DE BASES DE DATOS","99","ORDINARIO"
"118","2024-A","I5918","COMPUTO FLEXIBLE (SOFTCOMPUTING)","AC","ORDINARIO"
"119","2019-B","I5892","MATEMATICA DISCRETA","60","ORDINARIO"
"119","2019-B","I6123","INTRODUCCION A LA FISICA","50","ORDINARIO"
"119","2019-B","I6123","INTRODUCCION A LA FISICA","52","EXTRAORDINARIO"
"119","2019-B","I5882","PROGRAMACION","72","ORDINARIO"
"119","2019-B","I5893","METODOS MATEMATICOS I","60","ORDINARIO"
"119","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","62","ORDINARIO"
"119","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","SD","ORDINARIO"
"119","2020-A","I5915","TEORIA DE LA COMPUTACION","85","ORDINARIO"
"119","2020-A","I5895","METODOS MATEMATICOS II","60","ORDINARIO"
"119","2020-A","I5886","ESTRUCTURAS DE DATOS I","68","ORDINARIO"
"119","2020-A","I6123","INTRODUCCION A LA FISICA","85","ORDINARIO"
"119","2020-B","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","86","ORDINARIO"
"119","2020-B","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","37","ORDINARIO"
"119","2020-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","60","ORDINARIO"
"119","2021-A","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","99","ORDINARIO"
"119","2021-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","78","ORDINARIO"
"119","2021-A","I5907","ADMINISTRACION DE REDES","SD","EXTRAORDINARIO"
"119","2021-A","I5907","ADMINISTRACION DE REDES","SD","ORDINARIO"
"119","2021-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","60","ORDINARIO"
"119","2021-A","I5890","BASES DE DATOS","80","ORDINARIO"
"119","2021-B","I5884","ALGORITMIA","80","ORDINARIO"
"119","2021-B","I5901","CONTROL DE PROYECTOS","90","ORDINARIO"
"119","2021-B","I5910","HIPERMEDIA","90","ORDINARIO"
"119","2021-B","I5888","ESTRUCTURAS DE DATOS II","91","ORDINARIO"
"119","2021-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","90","ORDINARIO"
"119","2021-B","I5907","ADMINISTRACION DE REDES","SD","EXTRAORDINARIO"
"119","2021-B","I5907","ADMINISTRACION DE REDES","SD","ORDINARIO"
"119","2022-A","I5907","ADMINISTRACION DE REDES","100","ORDINARIO"
"119","2022-A","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","100","ORDINARIO"
"119","2022-A","I5908","ADMINISTRACION DE SERVIDORES","73","ORDINARIO"
"119","2022-B","I5900","INGENIERIA DE SOFTWARE II","81","ORDINARIO"
"119","2022-B","I5905","SEGURIDAD DE LA INFORMACION","100","ORDINARIO"
"119","2022-B","I5902","ADMINISTRACION DE BASES DE DATOS","75","ORDINARIO"
"119","2023-A","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","73","ORDINARIO"
"119","2023-A","I5909","PROGRAMACION PARA INTERNET","100","ORDINARIO"
"119","2023-A","IL350","LIDERAZGO Y EMPRENDIMIENTO","96","ORDINARIO"
"119","2023-A","IL351","INNOVACION Y TECNOLOGIA","96","ORDINARIO"
"119","2023-A","I5898","INGENIERIA DE SOFTWARE I","95","ORDINARIO"
"119","2023-B","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","100","ORDINARIO"
"119","2023-B","I5911","MINERIA DE DATOS","100","ORDINARIO"
"119","2023-B","LT251","EXPRESION ORAL Y ESCRITA","100","ORDINARIO"
"119","2023-B","I5912","CLASIFICACION INTELIGENTE DE DATOS","85","ORDINARIO"
"119","2023-B","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"119","2024-A","IL353","ADMINISTRACION DE PROYECTOS TECNOLOGICOS","100","ORDINARIO"
"119","2024-A","I7038","INTELIGENCIA ARTIFICIAL I","100","ORDINARIO"
"119","2024-A","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","100","ORDINARIO"
"119","2024-A","I7025","TRADUCTORES DE LENGUAJES I","80","ORDINARIO"
"119","2024-B","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","73","ORDINARIO"
"120","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","79","ORDINARIO"
"120","2019-B","I5892","MATEMATICA DISCRETA","87","ORDINARIO"
"120","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","99","ORDINARIO"
"120","2019-B","I5882","PROGRAMACION","90","ORDINARIO"
"120","2019-B","I6123","INTRODUCCION A LA FISICA","65","ORDINARIO"
"120","2019-B","I5893","METODOS MATEMATICOS I","80","ORDINARIO"
"120","2020-A","I5915","TEORIA DE LA COMPUTACION","100","ORDINARIO"
"120","2020-A","I5895","METODOS MATEMATICOS II","91","ORDINARIO"
"120","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","75","ORDINARIO"
"120","2020-A","I5886","ESTRUCTURAS DE DATOS I","88","ORDINARIO"
"120","2020-B","I5890","BASES DE DATOS","69","ORDINARIO"
"120","2020-B","I5910","HIPERMEDIA","97","ORDINARIO"
"120","2020-B","I5907","ADMINISTRACION DE REDES","90","ORDINARIO"
"120","2020-B","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","100","ORDINARIO"
"120","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","92","ORDINARIO"
"121","2019-B","I6123","INTRODUCCION A LA FISICA","SD","EXTRAORDINARIO"
"121","2019-B","I6123","INTRODUCCION A LA FISICA","48","ORDINARIO"
"121","2019-B","I5893","METODOS MATEMATICOS I","70","ORDINARIO"
"121","2019-B","I5882","PROGRAMACION","60","ORDINARIO"
"121","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","SD","ORDINARIO"
"121","2019-B","I5892","MATEMATICA DISCRETA","73","ORDINARIO"
"121","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","77","ORDINARIO"
"121","2020-A","I5895","METODOS MATEMATICOS II","75","ORDINARIO"
"121","2020-A","I6123","INTRODUCCION A LA FISICA","91","ORDINARIO"
"121","2020-A","I5886","ESTRUCTURAS DE DATOS I","63","ORDINARIO"
"121","2020-A","I5915","TEORIA DE LA COMPUTACION","100","ORDINARIO"
"121","2020-B","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","21","ORDINARIO"
"121","2020-B","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","60","ORDINARIO"
"122","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","68","ORDINARIO"
"122","2019-B","I6123","INTRODUCCION A LA FISICA","87","ORDINARIO"
"122","2019-B","I5892","MATEMATICA DISCRETA","95","ORDINARIO"
"122","2019-B","I5882","PROGRAMACION","95","ORDINARIO"
"122","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","84","ORDINARIO"
"122","2019-B","I5893","METODOS MATEMATICOS I","85","ORDINARIO"
"122","2020-A","I5895","METODOS MATEMATICOS II","88","ORDINARIO"
"122","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","91","ORDINARIO"
"122","2020-A","I5915","TEORIA DE LA COMPUTACION","100","ORDINARIO"
"122","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","90","ORDINARIO"
"122","2020-A","I5886","ESTRUCTURAS DE DATOS I","97","ORDINARIO"
"122","2020-B","I5910","HIPERMEDIA","86","ORDINARIO"
"122","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","100","ORDINARIO"
"122","2020-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","83","ORDINARIO"
"122","2020-B","I5888","ESTRUCTURAS DE DATOS II","96","ORDINARIO"
"122","2020-B","I5907","ADMINISTRACION DE REDES","97","ORDINARIO"
"122","2020-B","I5890","BASES DE DATOS","83","ORDINARIO"
"122","2020-B","I5908","ADMINISTRACION DE SERVIDORES","91","ORDINARIO"
"122","2021-A","I5898","INGENIERIA DE SOFTWARE I","89","ORDINARIO"
"122","2021-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","97","ORDINARIO"
"122","2021-A","I5884","ALGORITMIA","71","ORDINARIO"
"122","2021-A","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"122","2021-A","I5909","PROGRAMACION PARA INTERNET","75","ORDINARIO"
"122","2021-B","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","78","ORDINARIO"
"122","2021-B","I5901","CONTROL DE PROYECTOS","95","ORDINARIO"
"124","2023-A","I5912","CLASIFICACION INTELIGENTE DE DATOS","97","ORDINARIO"
"124","2023-A","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","84","ORDINARIO"
"124","2023-A","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"124","2023-A","IL353","ADMINISTRACION DE PROYECTOS TECNOLOGICOS","100","ORDINARIO"
"124","2023-A","CC420","TOPICOS SELECTOS DE INFORMATICA I","80","ORDINARIO"
"125","2019-B","I5892","MATEMATICA DISCRETA","75","ORDINARIO"
"125","2019-B","I5893","METODOS MATEMATICOS I","83","ORDINARIO"
"125","2019-B","I5882","PROGRAMACION","90","ORDINARIO"
"125","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","85","ORDINARIO"
"125","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","91","ORDINARIO"
"125","2019-B","I6123","INTRODUCCION A LA FISICA","72","ORDINARIO"
"125","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","100","ORDINARIO"
"125","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","80","ORDINARIO"
"125","2020-A","I5915","TEORIA DE LA COMPUTACION","100","ORDINARIO"
"125","2020-A","I5886","ESTRUCTURAS DE DATOS I","91","ORDINARIO"
"125","2020-A","I5895","METODOS MATEMATICOS II","92","ORDINARIO"
"125","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","88","ORDINARIO"
"125","2020-B","I5910","HIPERMEDIA","100","ORDINARIO"
"125","2020-B","I5907","ADMINISTRACION DE REDES","81","ORDINARIO"
"125","2020-B","I5888","ESTRUCTURAS DE DATOS II","98","ORDINARIO"
"125","2020-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","100","ORDINARIO"
"125","2021-A","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"125","2021-A","I5884","ALGORITMIA","100","ORDINARIO"
"125","2021-A","I5908","ADMINISTRACION DE SERVIDORES","100","ORDINARIO"
"125","2021-A","I5890","BASES DE DATOS","85","ORDINARIO"
"125","2021-A","I5891","SEMINARIO DE SOLUCION DE PROBLEMAS DE BASES DE DATOS","91","ORDINARIO"
"125","2021-B","I5905","SEGURIDAD DE LA INFORMACION","100","ORDINARIO"
"125","2021-B","I5898","INGENIERIA DE SOFTWARE I","95","ORDINARIO"
"125","2021-B","I5901","CONTROL DE PROYECTOS","100","ORDINARIO"
"125","2021-B","I5909","PROGRAMACION PARA INTERNET","80","ORDINARIO"
"125","2022-A","I5900","INGENIERIA DE SOFTWARE II","91","ORDINARIO"
"125","2022-A","I5903","USO, ADAPTACION Y EXPLOTACION DE SISTEMAS OPERATIVOS","94","ORDINARIO"
"125","2022-A","I5906","ALMACENES DE DATOS (DATA WAREHOUSE)","100","ORDINARIO"
"125","2022-A","I5899","SEMINARIO DE SOLUCION DE PROBLEMAS DE INGENIERIA DE SOFTWARE I","69","ORDINARIO"
"125","2022-A","I5902","ADMINISTRACION DE BASES DE DATOS","100","ORDINARIO"
"125","2022-B","I5904","SEMINARIO DE SOLUCION DE PROBLEMAS DE USO, ADAPTACION, EXPLOTACION DE SISTEMAS OPERATIVOS","100","ORDINARIO"
"125","2022-B","IL353","ADMINISTRACION DE PROYECTOS TECNOLOGICOS","94","ORDINARIO"
"125","2022-B","I5911","MINERIA DE DATOS","85","ORDINARIO"
"125","2022-B","IL351","INNOVACION Y TECNOLOGIA","100","ORDINARIO"
"125","2023-A","I5913","SISTEMAS BASADOS EN CONOCIMIENTO","100","ORDINARIO"
"125","2023-A","I5912","CLASIFICACION INTELIGENTE DE DATOS","100","ORDINARIO"
"125","2023-A","ET417","TOPICOS SELECTOS EN ELECTRONICA","100","ORDINARIO"
"125","2023-B","I5914","SEMINARIO DE SOLUCION DE PROBLEMAS DE SISTEMAS BASADOS EN CONOCIMIENTO","97","ORDINARIO"
"126","2019-B","I6123","INTRODUCCION A LA FISICA","82","ORDINARIO"
"126","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","65","ORDINARIO"
"126","2019-B","I5893","METODOS MATEMATICOS I","92","ORDINARIO"
"126","2019-B","I5892","MATEMATICA DISCRETA","SD","ORDINARIO"
"126","2019-B","I5892","MATEMATICA DISCRETA","SD","EXTRAORDINARIO"
"126","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","75","ORDINARIO"
"126","2019-B","I5882","PROGRAMACION","92","ORDINARIO"
"126","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","90","ORDINARIO"
"126","2020-A","I5892","MATEMATICA DISCRETA","60","ORDINARIO"
"127","2019-B","I5883","SEMINARIO DE SOLUCION DE PROBLEMAS DE PROGRAMACION","84","ORDINARIO"
"127","2019-B","I5882","PROGRAMACION","99","ORDINARIO"
"127","2019-B","I5893","METODOS MATEMATICOS I","100","ORDINARIO"
"127","2019-B","I5894","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS I","88","ORDINARIO"
"127","2019-B","I5892","MATEMATICA DISCRETA","90","ORDINARIO"
"127","2020-A","I5915","TEORIA DE LA COMPUTACION","100","ORDINARIO"
"127","2020-A","I5886","ESTRUCTURAS DE DATOS I","90","ORDINARIO"
"127","2020-A","I5907","ADMINISTRACION DE REDES","100","ORDINARIO"
"127","2020-A","I5895","METODOS MATEMATICOS II","89","ORDINARIO"
"127","2020-A","I5887","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS I","100","ORDINARIO"
"127","2020-A","I5896","SEMINARIO DE SOLUCION DE PROBLEMAS DE METODOS MATEMATICOS II","100","ORDINARIO"
"127","2020-B","I5908","ADMINISTRACION DE SERVIDORES","98","ORDINARIO"
"127","2020-B","I5897","ESTADISTICA Y PROCESOS ESTOCASTICOS","100","ORDINARIO"
"127","2020-B","I5884","ALGORITMIA","72","ORDINARIO"
"127","2020-B","I5888","ESTRUCTURAS DE DATOS II","93","ORDINARIO"
"127","2020-B","I5889","SEMINARIO DE SOLUCION DE PROBLEMAS DE ESTRUCTURAS DE DATOS II","60","ORDINARIO"
"127","2021-B","I5905","SEGURIDAD DE LA INFORMACION","100","ORDINARIO"
"127","2021-B","TS291","LIDERAZGO","100","ORDINARIO"
"127","2021-B","I7418","TALLER DE EXPRESION ORAL Y ESCRITA","95","ORDINARIO"
"127","2021-B","I5885","SEMINARIO DE SOLUCION DE PROBLEMAS DE ALGORITMIA","100","ORDINARIO"
"127","2021-B","I5910","HIPERMEDIA","100","ORDINARIO"
"127","2021-B","I6123","INTRODUCCION A LA FISICA","84","ORDINARIO"
"127","2022-A","I8549","SOCIEDAD Y SALUD","97","ORDINARIO"
"127","2022-A","I8830","PRACTICAS EN ACTIVIDADES FISICAS","99","ORDINARIO"
"127","2022-A","I8829","ALIMENTACION Y SALUD PUBLICA","99","ORDINARIO"
"127","2022-A","I8735","FUNDAMENTOS DE ANATOMIA","100","ORDINARIO"
"127","2022-A","I8675","BIOQUIMICA HUMANA","74","ORDINARIO"
"127","2022-A","I8832","ECONOMIA Y POLITICA ALIMENTARIA","100","ORDINARIO"
"127","2022-A","I8831","HISTORIA Y EPISTEMOLOGIA DE LA NUTRIOLOGIA","99","ORDINARIO"
"127","2022-A","I8547","COMUNICACION Y TECNOLOGIAS DE LA INFORMACION","100","ORDINARIO"
"127","2022-A","I8548","BIOETICA Y UNIVERSIDAD","98","ORDINARIO"
"128","2019-B","I5893","METODOS MATEMATICOS I","87","ORDINARIO"
